timestamp,device_id,device_type,location,cpu_usage_pct,memory_usage_pct,latency_ms,packet_loss_pct,bandwidth_utilization_pct,error_rate,temperature_celsius,fault_type,fault_label,is_anomaly
2026-03-19T01:17:18.750845+00:00,device-49,load_balancer,datacenter-central,36.07,30.76,11.18,0.1305,55.87,0.00075,39.3,healthy,0,0
2026-03-19T08:27:18.750845+00:00,device-36,router,datacenter-central,19.62,57.31,30.49,0.1181,18.87,0.00492,37.6,healthy,0,0
2026-03-22T04:05:18.750845+00:00,device-20,switch,branch-losangeles,52.22,35.9,43.38,0.137,36.83,0.00487,41.3,healthy,0,0
2026-03-14T09:31:18.750845+00:00,device-47,firewall,branch-losangeles,63.49,36.99,8.93,0.0645,58.55,0.0014,43.2,healthy,0,0
2026-03-15T03:39:18.750845+00:00,device-35,firewall,datacenter-central,10.26,24.64,3.21,0.2713,12.46,0.00146,37.8,healthy,0,0
2026-03-14T11:42:18.750845+00:00,device-25,router,datacenter-east,89.39,67.29,1896.79,32.2058,94.95,0.4984,72.0,bgp_flapping,4,1
2026-03-16T14:03:18.750845+00:00,device-23,switch,datacenter-east,17.1,57.11,36.12,0.2784,45.65,0.00012,36.7,healthy,0,0
2026-03-17T06:53:18.750845+00:00,device-46,switch,datacenter-central,13.02,23.82,44.51,0.1963,61.06,0.0013,44.6,healthy,0,0
2026-03-20T23:35:18.750845+00:00,device-26,firewall,datacenter-east,33.32,42.06,13.16,0.2629,18.26,0.00198,37.6,healthy,0,0
2026-03-20T15:51:18.750845+00:00,device-25,switch,branch-chicago,57.9,14.29,36.02,0.0506,41.48,0.00242,42.9,healthy,0,0
2026-03-22T01:11:18.750845+00:00,device-45,server,branch-losangeles,43.13,59.12,25.95,0.2004,5.27,0.00238,39.8,healthy,0,0
2026-03-18T17:16:18.750845+00:00,device-06,switch,datacenter-west,55.61,96.83,486.84,7.3066,54.25,0.0808,74.8,memory_exhaustion,2,1
2026-03-22T11:17:18.750845+00:00,device-38,router,branch-newyork,50.24,59.15,1192.49,31.9865,68.13,0.26231,41.5,packet_loss,3,1
2026-03-19T12:15:18.750845+00:00,device-23,load_balancer,datacenter-west,25.43,54.8,41.96,0.0222,48.27,0.004,32.9,healthy,0,0
2026-03-16T03:01:18.750845+00:00,device-05,firewall,branch-newyork,36.59,18.46,13.52,0.2288,41.4,0.00172,47.2,healthy,0,0
2026-03-18T14:15:18.750845+00:00,device-45,server,branch-newyork,42.97,21.72,7.79,0.1849,61.88,0.00047,42.1,healthy,0,0
2026-03-13T14:05:18.750845+00:00,device-07,switch,datacenter-west,14.07,19.25,15.54,0.0956,8.34,0.00257,40.1,healthy,0,0
2026-03-13T17:01:18.750845+00:00,device-23,router,datacenter-west,59.68,65.53,42.76,0.2764,32.15,0.00184,37.9,healthy,0,0
2026-03-15T20:47:18.750845+00:00,device-39,firewall,datacenter-central,30.44,19.57,27.42,0.0229,35.33,0.00323,45.6,healthy,0,0
2026-03-17T01:07:18.750845+00:00,device-34,firewall,branch-newyork,51.7,52.98,34.4,0.102,13.04,0.0026,35.8,healthy,0,0
2026-03-23T03:31:18.750845+00:00,device-08,router,branch-losangeles,17.58,43.22,33.16,0.1045,15.29,0.005,34.7,healthy,0,0
2026-03-15T19:41:18.750845+00:00,device-47,load_balancer,datacenter-west,29.57,43.13,39.45,0.2474,21.13,0.0007,45.7,healthy,0,0
2026-03-14T07:39:18.750845+00:00,device-47,server,datacenter-central,36.05,61.83,12.95,0.2968,5.42,0.00105,33.4,healthy,0,0
2026-03-16T21:03:18.750845+00:00,device-46,switch,datacenter-east,39.15,45.94,3.69,0.2321,63.36,0.00183,41.5,healthy,0,0
2026-03-17T18:53:18.750845+00:00,device-34,load_balancer,branch-newyork,47.85,56.71,10.2,0.1673,47.45,0.00062,31.8,healthy,0,0
2026-03-18T06:03:18.750845+00:00,device-40,router,branch-newyork,57.21,53.17,7.56,0.1898,59.83,0.00113,32.3,healthy,0,0
2026-03-14T05:57:18.750845+00:00,device-19,load_balancer,datacenter-east,62.59,38.83,27.65,0.2101,44.49,0.00281,32.9,healthy,0,0
2026-03-18T06:53:18.750845+00:00,device-26,router,branch-newyork,6.66,52.72,13.06,0.0679,21.0,0.00198,44.2,healthy,0,0
2026-03-21T02:55:18.750845+00:00,device-12,router,datacenter-east,55.81,43.89,9.63,0.2485,30.61,0.00235,39.0,healthy,0,0
2026-03-17T03:09:18.750845+00:00,device-41,switch,branch-newyork,12.24,37.65,3.58,0.0724,47.4,0.00128,30.5,healthy,0,0
2026-03-15T22:45:18.750845+00:00,device-23,firewall,datacenter-central,22.25,34.44,42.93,0.1689,57.31,0.00213,47.2,healthy,0,0
2026-03-18T01:59:18.750845+00:00,device-18,switch,branch-chicago,13.73,14.19,29.71,0.2085,29.84,0.0001,33.2,healthy,0,0
2026-03-19T23:07:18.750845+00:00,device-12,load_balancer,branch-newyork,50.83,50.35,38.37,0.2121,51.5,0.00266,44.0,healthy,0,0
2026-03-18T23:27:18.750845+00:00,device-33,load_balancer,branch-newyork,46.34,62.78,15.25,0.0075,36.92,0.00329,43.9,healthy,0,0
2026-03-17T14:01:18.750845+00:00,device-15,router,branch-newyork,28.72,47.23,16.34,0.0193,61.55,0.00166,40.1,healthy,0,0
2026-03-22T11:55:18.750845+00:00,device-13,router,branch-chicago,28.43,25.77,43.92,0.2151,60.08,0.00073,33.2,healthy,0,0
2026-03-24T01:17:18.750845+00:00,device-08,load_balancer,datacenter-east,94.77,85.06,4257.93,41.8156,96.18,0.61834,65.9,ddos_attack,5,1
2026-03-20T01:37:18.750845+00:00,device-10,switch,branch-chicago,26.37,42.56,19.16,0.0778,18.41,0.00472,40.2,healthy,0,0
2026-03-15T11:35:18.750845+00:00,device-36,switch,datacenter-central,39.53,17.45,32.53,0.234,31.51,0.00014,33.1,healthy,0,0
2026-03-21T12:53:18.750845+00:00,device-18,server,datacenter-west,98.04,64.54,130.87,1.9507,89.32,0.01909,63.1,high_cpu,1,1
2026-03-17T19:47:18.750845+00:00,device-39,server,datacenter-east,33.99,57.8,20.65,0.2499,47.79,0.00231,42.6,healthy,0,0
2026-03-22T19:39:18.750845+00:00,device-44,router,datacenter-central,24.18,13.58,15.72,0.2554,17.19,0.00238,34.8,healthy,0,0
2026-03-21T07:19:18.750845+00:00,device-38,firewall,branch-chicago,19.12,12.43,31.38,0.007,47.01,0.0023,32.9,healthy,0,0
2026-03-15T14:23:18.750845+00:00,device-01,router,datacenter-east,22.4,49.05,31.25,0.0824,23.63,0.00438,36.7,healthy,0,0
2026-03-21T07:29:18.750845+00:00,device-21,server,branch-chicago,5.26,36.02,26.69,0.1159,41.24,0.00273,46.7,healthy,0,0
2026-03-19T08:15:18.750845+00:00,device-08,load_balancer,branch-losangeles,6.76,15.4,38.6,0.1275,50.57,0.00259,43.5,healthy,0,0
2026-03-17T20:19:18.750845+00:00,device-33,load_balancer,datacenter-west,11.03,14.39,12.76,0.2404,53.26,0.00485,32.2,healthy,0,0
2026-03-19T20:27:18.750845+00:00,device-46,router,branch-newyork,29.74,66.73,28.53,0.213,8.86,0.00137,47.0,healthy,0,0
2026-03-14T00:07:18.750845+00:00,device-31,router,datacenter-east,42.73,21.5,1659.11,29.3184,35.61,0.25516,43.8,packet_loss,3,1
2026-03-12T13:22:18.750845+00:00,device-02,router,datacenter-central,94.22,60.14,2812.04,28.8361,78.01,0.41056,55.5,bgp_flapping,4,1
2026-03-21T22:17:18.750845+00:00,device-08,router,branch-chicago,33.23,44.54,15.47,0.2237,35.82,0.00029,45.5,healthy,0,0
2026-03-22T05:00:18.750845+00:00,device-39,router,datacenter-central,49.39,36.86,1843.3,37.0356,37.55,0.27821,39.2,packet_loss,3,1
2026-03-15T16:57:18.750845+00:00,device-45,load_balancer,datacenter-east,24.45,35.49,18.16,0.2665,31.66,0.00355,40.2,healthy,0,0
2026-03-12T18:59:18.750845+00:00,device-48,firewall,datacenter-east,53.35,32.46,41.97,0.2505,41.39,0.00281,38.4,healthy,0,0
2026-03-21T02:11:18.750845+00:00,device-08,firewall,datacenter-west,23.27,35.79,9.21,0.2304,30.75,0.0041,31.9,healthy,0,0
2026-03-17T17:27:18.750845+00:00,device-33,load_balancer,datacenter-west,63.13,52.52,34.51,0.1277,45.85,0.00197,47.7,healthy,0,0
2026-03-22T06:16:18.750845+00:00,device-35,server,datacenter-west,94.3,72.91,262.57,1.3887,88.36,0.03009,67.8,high_cpu,1,1
2026-03-20T03:05:18.750845+00:00,device-06,router,branch-losangeles,73.65,79.92,1090.3,30.4513,92.04,0.17163,61.7,bgp_flapping,4,1
2026-03-19T23:52:18.750845+00:00,device-22,load_balancer,branch-newyork,92.0,86.91,1226.16,41.4338,95.46,0.30437,70.9,ddos_attack,5,1
2026-03-15T21:05:18.750845+00:00,device-30,load_balancer,branch-newyork,53.02,47.23,12.93,0.0958,27.71,0.00027,37.8,healthy,0,0
2026-03-13T22:01:18.750845+00:00,device-50,switch,datacenter-east,23.99,52.83,2.18,0.1176,39.46,0.00358,35.0,healthy,0,0
2026-03-19T10:31:18.750845+00:00,device-21,router,datacenter-east,7.96,11.78,2.82,0.212,30.67,0.0029,45.7,healthy,0,0
2026-03-19T16:59:18.750845+00:00,device-16,firewall,branch-newyork,20.47,53.57,7.69,0.0894,24.83,0.00394,40.3,healthy,0,0
2026-03-15T12:29:18.750845+00:00,device-37,server,branch-losangeles,57.08,50.57,25.08,0.0528,55.31,0.00478,45.0,healthy,0,0
2026-03-14T11:24:18.750845+00:00,device-13,router,datacenter-central,80.29,79.91,2791.48,21.6344,87.23,0.38263,63.0,bgp_flapping,4,1
2026-03-12T18:11:18.750845+00:00,device-15,server,datacenter-central,22.33,50.58,38.84,0.1452,47.94,0.00303,38.8,healthy,0,0
2026-03-16T17:10:18.750845+00:00,device-32,server,datacenter-central,49.02,89.59,352.32,5.8717,59.8,0.07863,57.3,memory_exhaustion,2,1
2026-03-15T22:53:18.750845+00:00,device-03,load_balancer,datacenter-west,11.02,61.83,30.78,0.0657,38.85,0.0028,39.4,healthy,0,0
2026-03-14T20:11:18.750845+00:00,device-18,switch,datacenter-east,31.82,44.74,28.77,0.2601,26.04,0.00491,41.3,healthy,0,0
2026-03-17T11:25:18.750845+00:00,device-17,router,branch-chicago,6.54,40.23,44.03,0.0223,17.89,0.00051,38.2,healthy,0,0
2026-03-21T15:34:18.750845+00:00,device-46,switch,datacenter-east,40.89,92.31,126.22,1.2551,66.05,0.02323,72.8,memory_exhaustion,2,1
2026-03-20T21:53:18.750845+00:00,device-30,firewall,datacenter-east,6.12,17.99,28.76,0.2097,36.2,0.00377,33.2,healthy,0,0
2026-03-21T05:23:18.750845+00:00,device-40,router,branch-chicago,55.09,15.17,1.58,0.2991,47.61,0.00247,40.1,healthy,0,0
2026-03-21T06:07:18.750845+00:00,device-30,router,branch-chicago,26.19,56.77,21.38,0.1168,58.02,0.00023,46.4,healthy,0,0
2026-03-12T15:09:18.750845+00:00,device-07,switch,datacenter-west,15.16,32.78,16.64,0.2148,10.97,0.00426,34.0,healthy,0,0
2026-03-17T02:19:18.750845+00:00,device-16,server,branch-losangeles,30.85,63.08,17.37,0.0384,57.37,0.00383,44.1,healthy,0,0
2026-03-14T13:07:18.750845+00:00,device-44,router,branch-chicago,57.9,39.24,38.13,0.0487,35.78,0.00423,39.3,healthy,0,0
2026-03-21T10:29:18.750845+00:00,device-23,router,branch-chicago,49.54,49.02,17.8,0.1805,35.45,0.00017,42.1,healthy,0,0
2026-03-15T18:25:18.750845+00:00,device-31,switch,datacenter-central,9.34,33.74,7.23,0.2466,61.68,0.00313,35.8,healthy,0,0
2026-03-19T10:15:18.750845+00:00,device-21,router,datacenter-west,51.51,54.57,1475.11,14.581,32.36,0.28135,43.0,packet_loss,3,1
2026-03-16T07:07:18.750845+00:00,device-28,server,branch-losangeles,94.61,73.99,102.38,2.057,80.97,0.03076,72.5,high_cpu,1,1
2026-03-20T03:43:18.750845+00:00,device-22,router,branch-newyork,38.13,20.34,30.71,0.2501,26.92,0.00297,36.5,healthy,0,0
2026-03-13T18:13:18.750845+00:00,device-29,server,datacenter-west,27.75,65.28,41.63,0.2362,20.03,0.00269,40.0,healthy,0,0
2026-03-22T11:41:18.750845+00:00,device-08,server,branch-chicago,64.5,60.97,13.02,0.1713,9.46,0.00337,40.9,healthy,0,0
2026-03-17T17:05:18.750845+00:00,device-13,server,branch-chicago,47.32,12.26,27.03,0.005,60.69,0.0015,42.8,healthy,0,0
2026-03-20T14:07:18.750845+00:00,device-40,load_balancer,datacenter-central,11.47,20.28,18.43,0.0159,32.42,0.00128,30.3,healthy,0,0
2026-03-19T13:33:18.750845+00:00,device-21,server,branch-newyork,33.49,69.82,22.14,0.1996,5.83,0.00236,39.1,healthy,0,0
2026-03-13T19:51:18.750845+00:00,device-42,server,datacenter-east,19.77,49.0,33.86,0.0988,12.85,0.00276,48.0,healthy,0,0
2026-03-18T13:35:18.750845+00:00,device-25,switch,datacenter-central,46.14,98.3,143.45,1.3005,78.8,0.06037,59.3,memory_exhaustion,2,1
2026-03-25T04:28:18.750845+00:00,device-46,switch,branch-losangeles,68.8,89.97,240.74,6.1648,54.63,0.0781,58.2,memory_exhaustion,2,1
2026-03-18T23:25:18.750845+00:00,device-22,router,datacenter-central,32.69,14.39,42.71,0.1771,51.61,0.00284,47.3,healthy,0,0
2026-03-13T13:03:18.750845+00:00,device-43,router,datacenter-east,36.21,65.77,4.03,0.0768,52.03,0.00499,31.3,healthy,0,0
2026-03-17T17:15:18.750845+00:00,device-21,firewall,datacenter-central,52.9,22.37,39.86,0.1256,15.76,0.0012,35.1,healthy,0,0
2026-03-22T07:43:18.750845+00:00,device-33,router,datacenter-west,40.99,52.49,22.63,0.1507,22.79,0.00045,30.2,healthy,0,0
2026-03-12T14:05:18.750845+00:00,device-06,firewall,branch-losangeles,29.32,24.74,17.46,0.0022,18.16,0.00467,48.4,healthy,0,0
2026-03-19T09:55:18.750845+00:00,device-09,server,datacenter-central,62.53,66.99,13.26,0.0119,61.66,0.00227,41.1,healthy,0,0
2026-03-14T22:37:18.750845+00:00,device-32,firewall,datacenter-east,55.55,34.09,10.92,0.1008,10.93,0.00414,38.0,healthy,0,0
2026-03-16T04:14:18.750845+00:00,device-23,firewall,branch-newyork,93.88,95.94,2141.52,53.1457,99.6,0.42117,70.1,ddos_attack,5,1
2026-03-20T13:25:18.750845+00:00,device-02,server,datacenter-central,13.68,66.0,35.78,0.2924,24.13,0.00489,43.0,healthy,0,0
2026-03-21T17:41:18.750845+00:00,device-43,switch,datacenter-central,12.46,39.49,43.7,0.0668,62.17,0.00127,37.2,healthy,0,0
2026-03-22T18:35:18.750845+00:00,device-08,router,datacenter-central,55.45,27.56,6.27,0.038,57.96,0.00494,32.4,healthy,0,0
2026-03-22T22:39:18.750845+00:00,device-30,server,branch-newyork,23.01,66.69,14.57,0.0699,60.09,0.002,41.8,healthy,0,0
2026-03-14T11:05:18.750845+00:00,device-42,firewall,datacenter-east,8.21,60.61,16.9,0.2398,58.13,0.00172,37.9,healthy,0,0
2026-03-21T01:13:18.750845+00:00,device-21,firewall,datacenter-central,64.69,53.04,43.64,0.1967,34.76,0.00235,33.0,healthy,0,0
2026-03-20T11:45:18.750845+00:00,device-50,switch,branch-newyork,51.04,47.94,14.74,0.0258,6.82,0.0035,34.6,healthy,0,0
2026-03-18T20:49:18.750845+00:00,device-45,server,datacenter-east,26.87,21.67,14.57,0.2025,62.99,0.00473,35.3,healthy,0,0
2026-03-21T01:57:18.750845+00:00,device-20,router,branch-losangeles,43.65,14.36,36.88,0.2661,48.51,0.00419,42.7,healthy,0,0
2026-03-19T13:45:18.750845+00:00,device-37,firewall,branch-losangeles,21.03,69.44,21.5,0.1028,29.11,0.00358,44.1,healthy,0,0
2026-03-25T03:20:18.750845+00:00,device-21,server,datacenter-central,66.56,93.33,329.64,7.5425,53.17,0.03885,59.8,memory_exhaustion,2,1
2026-03-22T10:57:18.750845+00:00,device-33,router,branch-newyork,35.65,67.83,41.64,0.0918,41.89,0.00154,31.1,healthy,0,0
2026-03-13T12:39:18.750845+00:00,device-46,load_balancer,datacenter-central,28.64,47.53,2.71,0.203,10.33,0.0048,40.3,healthy,0,0
2026-03-20T11:23:18.750845+00:00,device-49,server,branch-losangeles,56.24,21.11,5.73,0.2891,27.99,0.00406,31.1,healthy,0,0
2026-03-16T23:15:18.750845+00:00,device-15,load_balancer,datacenter-west,9.4,26.93,35.91,0.0341,37.46,0.00199,43.9,healthy,0,0
2026-03-22T00:09:18.750845+00:00,device-26,server,datacenter-central,60.72,12.74,7.71,0.1964,45.14,0.00232,44.0,healthy,0,0
2026-03-21T12:43:18.750845+00:00,device-05,load_balancer,branch-losangeles,24.38,68.75,36.66,0.145,13.61,0.00017,31.7,healthy,0,0
2026-03-22T14:59:18.750845+00:00,device-27,load_balancer,branch-newyork,30.72,61.59,24.81,0.0328,62.06,0.00403,46.6,healthy,0,0
2026-03-14T06:41:18.750845+00:00,device-46,firewall,branch-chicago,30.27,39.22,30.38,0.1069,13.37,0.00369,39.7,healthy,0,0
2026-03-21T10:39:18.750845+00:00,device-40,firewall,branch-chicago,44.91,61.54,7.86,0.1277,15.65,0.00123,46.1,healthy,0,0
2026-03-18T09:57:18.750845+00:00,device-24,server,branch-losangeles,39.94,50.95,31.01,0.1708,22.41,0.00168,43.0,healthy,0,0
2026-03-15T18:05:18.750845+00:00,device-45,load_balancer,branch-newyork,58.87,24.98,35.99,0.1741,55.21,0.00091,30.2,healthy,0,0
2026-03-15T11:01:18.750845+00:00,device-06,router,branch-newyork,5.13,49.15,27.97,0.0202,40.5,0.00165,49.1,healthy,0,0
2026-03-14T03:47:18.750845+00:00,device-20,firewall,branch-chicago,15.67,42.7,34.17,0.1459,34.15,0.0022,45.7,healthy,0,0
2026-03-12T07:57:18.750845+00:00,device-11,firewall,datacenter-east,25.63,63.3,14.8,0.2755,12.57,0.00355,40.3,healthy,0,0
2026-03-20T15:11:18.750845+00:00,device-39,switch,branch-losangeles,38.72,16.57,30.7,0.1118,46.87,0.00125,45.9,healthy,0,0
2026-03-13T16:53:18.750845+00:00,device-47,router,datacenter-central,46.95,39.98,2.57,0.2954,35.04,0.00295,38.0,healthy,0,0
2026-03-24T13:53:18.750845+00:00,device-31,router,branch-chicago,24.82,53.41,261.78,18.5859,42.73,0.19014,37.8,packet_loss,3,1
2026-03-17T09:55:18.750845+00:00,device-33,load_balancer,datacenter-central,9.2,15.47,26.18,0.2389,45.02,0.00202,33.7,healthy,0,0
2026-03-14T11:19:18.750845+00:00,device-20,load_balancer,datacenter-west,45.65,22.53,32.85,0.0849,10.76,0.00074,36.7,healthy,0,0
2026-03-14T06:01:18.750845+00:00,device-41,load_balancer,datacenter-east,46.25,17.53,3.24,0.2683,40.47,0.00034,36.2,healthy,0,0
2026-03-20T04:49:18.750845+00:00,device-44,server,branch-losangeles,53.96,42.15,18.67,0.1641,28.74,0.00127,40.7,healthy,0,0
2026-03-16T18:13:18.750845+00:00,device-23,firewall,datacenter-central,42.01,27.42,13.05,0.0587,41.44,0.00022,47.8,healthy,0,0
2026-03-22T10:15:18.750845+00:00,device-47,load_balancer,datacenter-west,29.19,17.16,1.05,0.2169,60.35,0.00285,44.4,healthy,0,0
